epoch,Embedding_loss,Softmax_accuracy,Softmax_loss,loss,lr,val_Embedding_loss,val_Softmax_accuracy,val_Softmax_loss,val_loss
16,0.07198194414377213,0.9946151375770569,0.0342484712600708,0.10623040795326233,0.000100000005,0.0018232340225949883,1.0,0.002912152325734496,0.004735385999083519
17,0.07628079503774643,0.994482696056366,0.0344872884452343,0.11076810956001282,0.000100000005,0.01873130165040493,1.0,0.003424752037972212,0.02215605229139328
18,0.07848220318555832,0.995806872844696,0.030400825664401054,0.10888302326202393,0.000100000005,0.013699446804821491,1.0,0.0031673042103648186,0.01686675101518631
19,0.07755272835493088,0.9946592450141907,0.032215699553489685,0.10976847261190414,0.000100000005,0.0,1.0,0.002751528285443783,0.002751528285443783
20,0.07783662527799606,0.9950565099716187,0.03201998025178909,0.10985654592514038,0.000100000005,0.02620026282966137,1.0,0.0026924186386168003,0.02889268286526203
21,0.07697971165180206,0.994747519493103,0.03038119524717331,0.10736088454723358,0.000100000005,0.0034125596284866333,1.0,0.002789936028420925,0.0062024956569075584
22,0.07840200513601303,0.9954096078872681,0.029818039387464523,0.10822003334760666,0.000100000005,0.0,1.0,0.0027514519169926643,0.0027514519169926643
23,0.06975850462913513,0.9952771663665771,0.02935926988720894,0.0991177186369896,0.000100000005,0.0024388134479522705,1.0,0.002505024429410696,0.0049438378773629665
24,0.0765111893415451,0.9957627058029175,0.029109442606568336,0.10562063008546829,1.0000001e-05,0.01453733816742897,1.0,0.0027062641456723213,0.017243601381778717
25,0.07659988105297089,0.9947916865348816,0.031679388135671616,0.10827924311161041,1.0000001e-05,0.009604428894817829,1.0,0.0024669549893587828,0.012071384117007256
26,0.07292181253433228,0.9948357939720154,0.02935333363711834,0.10227519273757935,1.0000001e-05,0.0,1.0,0.002795369364321232,0.002795369364321232
27,0.07744570076465607,0.9953213334083557,0.029082709923386574,0.10652843117713928,1.0000001e-05,0.006929829716682434,1.0,0.0025918553583323956,0.009521684609353542
28,0.07848973572254181,0.9956303238868713,0.029691504314541817,0.10818129777908325,1.0000001e-06,0.0020359556656330824,1.0,0.002449962543323636,0.0044859182089567184
29,0.08131900429725647,0.9948357939720154,0.0308176651597023,0.11213669925928116,1.0000001e-06,0.0,1.0,0.0027112436946481466,0.0027112436946481466
30,0.06915479898452759,0.995144784450531,0.029867764562368393,0.09902260452508926,1.0000001e-06,0.009830121882259846,1.0,0.002553857397288084,0.012383979745209217
31,0.07940781861543655,0.9956303238868713,0.028926463797688484,0.1083342581987381,1.0000001e-06,0.003532384755089879,1.0,0.002723435638472438,0.0062558213248848915
32,0.07827258855104446,0.9960716962814331,0.028628330677747726,0.10690095275640488,1.0000001e-07,0.0,1.0,0.0028233567718416452,0.0028233567718416452
33,0.07027162611484528,0.9957627058029175,0.029606088995933533,0.09987771511077881,1.0000001e-07,0.025804385542869568,1.0,0.0032080707605928183,0.02901245467364788
34,0.07945965975522995,0.9953654408454895,0.030480120331048965,0.10993976145982742,1.0000001e-07,0.0,1.0,0.002606819150969386,0.002606819150969386
35,0.07465555518865585,0.995144784450531,0.029529081657528877,0.10418462753295898,1.0000001e-07,0.00308893620967865,1.0,0.0025161663070321083,0.005605102051049471
36,0.0767243355512619,0.9958509802818298,0.028919825330376625,0.10564413666725159,1.0000001e-07,0.0,1.0,0.0024793462362140417,0.0024793462362140417
37,0.07389220595359802,0.9947034120559692,0.030768949538469315,0.10466114431619644,1.0000001e-07,0.013365511782467365,1.0,0.00245603546500206,0.015821548178792
38,0.07289107143878937,0.9949240684509277,0.030511906370520592,0.1034029871225357,1.0000001e-07,0.0,1.0,0.0026502266991883516,0.0026502266991883516
39,0.07964741438627243,0.9946592450141907,0.030214110389351845,0.10986153781414032,1.0000001e-07,0.0007687360048294067,1.0,0.0026119586545974016,0.0033806946594268084
40,0.07444116473197937,0.9960716962814331,0.027960162609815598,0.10240130126476288,1.0000001e-07,0.02212696708738804,1.0,0.002337218029424548,0.024464182555675507
41,0.07822417467832565,0.9956303238868713,0.029576363041996956,0.10780054330825806,1.0000001e-08,0.012309650890529156,1.0,0.0028606236446648836,0.015170274302363396
42,0.07480970025062561,0.9957627058029175,0.028294622898101807,0.10310438275337219,1.0000001e-08,0.005523016210645437,1.0,0.002462702803313732,0.007985719479620457
43,0.0812171921133995,0.9960275292396545,0.028092999011278152,0.10931012779474258,1.0000001e-08,0.010216373018920422,1.0,0.002415251452475786,0.01263162400573492
44,0.0763855054974556,0.9956303238868713,0.027672503143548965,0.10405801981687546,1.0000001e-08,0.0025596816558390856,1.0,0.0022544951643794775,0.00481417728587985
45,0.07623753696680069,0.9960716962814331,0.029384274035692215,0.10562177747488022,1.0000001e-09,0.01650851033627987,1.0,0.002680328907445073,0.019188838079571724
46,0.07683651894330978,0.9949682354927063,0.030087018385529518,0.10692355781793594,1.0000001e-09,0.0008007188444025815,1.0,0.0025536029133945704,0.003354321699589491
50,0.06337683647871017,0.7329725623130798,1.1694248914718628,1.2328025102615356,1e-04,0.0,0.9991496801376343,0.006851137150079012,0.006851137150079012
51,0.01882590912282467,0.9780007004737854,0.08390476554632187,0.10273075103759766,1e-04,0.0,1.0,0.0011285688960924745,0.0011285688960924745
52,0.009034483693540096,0.9943242073059082,0.030194317921996117,0.03922879695892334,1e-04,0.0,1.0,0.0005189692601561546,0.0005189692601561546
53,0.004061396699398756,0.9975360631942749,0.01673976518213749,0.020801177248358727,1e-04,0.0,1.0,0.00022221308609005064,0.00022221308609005064
54,0.004080517683178186,0.9979760646820068,0.012819839641451836,0.01690036617219448,1e-04,0.0,1.0,0.00018367414304520935,0.00018367414304520935
55,0.0026752317789942026,0.9991200566291809,0.009411155246198177,0.012086386792361736,1e-04,0.0,1.0,9.803539433050901e-05,9.803539433050901e-05
56,0.0026505093555897474,0.9989000558853149,0.00717699620872736,0.009827504865825176,1e-04,0.0,1.0,7.345645281020552e-05,7.345645281020552e-05
57,0.0013860950712114573,0.9995599985122681,0.005246744491159916,0.0066328393295407295,1e-04,0.0,1.0,5.0674148951657116e-05,5.0674148951657116e-05
58,0.0012972750701010227,0.9996920228004456,0.0045055486261844635,0.005802822764962912,1e-04,0.0,1.0,5.708327444153838e-05,5.708327444153838e-05
59,0.000864390516653657,0.9995599985122681,0.0036079587880522013,0.004472348373383284,1e-04,0.0,1.0,2.7179065000382252e-05,2.7179065000382252e-05
60,0.0008693917188793421,0.9996039867401123,0.003880623960867524,0.004750014282763004,1e-05,0.0,1.0,2.1062671294203028e-05,2.1062671294203028e-05
61,0.0007231607451103628,0.9997360110282898,0.0026616700924932957,0.0033848301973193884,1e-05,0.0,1.0,2.0162491637165658e-05,2.0162491637165658e-05
62,0.0008449851302430034,0.9998679757118225,0.0026688547804951668,0.0035138423554599285,1e-05,0.0,1.0,2.3491460524383e-05,2.3491460524383e-05
63,0.0007071936270222068,0.9999120235443115,0.0024431205820292234,0.003150314325466752,1e-05,0.0,1.0,1.635360240470618e-05,1.635360240470618e-05
64,0.0007076883339323103,0.9997360110282898,0.002798288594931364,0.0035059733781963587,1e-06,0.0,1.0,1.7762902643880807e-05,1.7762902643880807e-05
65,0.00016767132910899818,0.9997360110282898,0.0027458975091576576,0.0029135679360479116,1e-06,0.0,1.0,1.9500846974551678e-05,1.9500846974551678e-05
66,0.0002924978034570813,0.999779999256134,0.00263853557407856,0.0029310339596122503,1e-06,0.0,1.0,1.9149074432789348e-05,1.9149074432789348e-05
67,0.0007870280533097684,0.9998239874839783,0.0024035796523094177,0.003190609160810709,1e-06,0.0,1.0,1.6763324310886674e-05,1.6763324310886674e-05
68,0.00048446402070112526,0.9997360110282898,0.0024775636848062277,0.002962027909234166,1e-07,0.0,1.0,1.8315351553610526e-05,1.8315351553610526e-05
69,0.0006313282065093517,0.9998679757118225,0.002505817450582981,0.003137146355584264,1e-07,0.0,1.0,1.625408731342759e-05,1.625408731342759e-05
70,0.00039084357558749616,0.9999120235443115,0.0018568122759461403,0.002247656462714076,1e-07,0.0,1.0,1.5074120710778516e-05,1.5074120710778516e-05
71,0.00032159010879695415,0.9999120235443115,0.0018187891691923141,0.002140379510819912,1e-07,0.0,1.0,1.901359428302385e-05,1.901359428302385e-05
72,0.0006174432928673923,0.9998679757118225,0.0023114935029298067,0.0029289359226822853,1e-08,0.0,1.0,1.371328289678786e-05,1.371328289678786e-05
73,0.0005793888703919947,0.9999120235443115,0.0022375776898115873,0.0028169669676572084,1e-08,0.0,1.0,1.6929057892411947e-05,1.6929057892411947e-05
74,0.0006382864085026085,0.9998239874839783,0.003003473160788417,0.003641757881268859,1e-08,0.0,1.0,1.4097339771979023e-05,1.4097339771979023e-05
75,0.0005853869952261448,0.9996039867401123,0.004887159448117018,0.00547254690900445,1e-08,0.0,1.0,1.5103969417396002e-05,1.5103969417396002e-05
76,0.0004003469948656857,0.9999120235443115,0.0017296758014708757,0.002130021108314395,1e-09,0.0,1.0,1.800784593797289e-05,1.800784593797289e-05
77,0.0008633558172732592,0.9996480345726013,0.004012523218989372,0.00487588020041585,1e-09,0.0,1.0,1.3531427612178959e-05,1.3531427612178959e-05
78,0.001082060975022614,0.999779999256134,0.0022693127393722534,0.0033513724338263273,1e-09,0.0,1.0,1.7453685359214433e-05,1.7453685359214433e-05
79,0.0004056832694914192,0.9997360110282898,0.0037169994320720434,0.00412268191576004,1e-09,0.0,1.0,1.917507870530244e-05,1.917507870530244e-05
80,0.0006563054048456252,0.9999120235443115,0.0019351036753505468,0.0025914080906659365,9.9999994e-11,0.0,1.0,1.90568662219448e-05,1.90568662219448e-05
81,0.0004873814177699387,0.9999120235443115,0.0029479076620191336,0.003435288555920124,9.9999994e-11,0.0,1.0,1.6992958990158513e-05,1.6992958990158513e-05
82,0.0010171497706323862,0.9999120235443115,0.002018664265051484,0.0030358126387000084,9.9999994e-11,0.0,1.0,1.6036119632190093e-05,1.6036119632190093e-05
83,0.000758499198127538,0.9999120235443115,0.002377134282141924,0.0031356324907392263,9.9999994e-11,0.0,1.0,1.7145359379355796e-05,1.7145359379355796e-05
84,0.00020267492800485343,0.9998239874839783,0.002476980211213231,0.0026796560268849134,9.999999e-12,0.0,1.0,1.3565776498580817e-05,1.3565776498580817e-05
85,0.00033984039328061044,0.999779999256134,0.002451231237500906,0.0027910706121474504,9.999999e-12,0.0,1.0,1.4182414815877564e-05,1.4182414815877564e-05
86,0.0005034179193899035,0.9999560117721558,0.0018425175221636891,0.002345934510231018,9.999999e-12,0.0,1.0,1.7976577510125935e-05,1.7976577510125935e-05
87,0.0004407842643558979,0.9996039867401123,0.002869996475055814,0.003310782602056861,9.999999e-12,0.0,1.0,1.339171558356611e-05,1.339171558356611e-05
88,0.0003112209087703377,0.9996480345726013,0.002887555630877614,0.003198778023943305,9.999999e-13,0.0,1.0,1.6549534848309122e-05,1.6549534848309122e-05
89,0.0009510499658063054,0.9999560117721558,0.0017672060057520866,0.0027182563208043575,9.999999e-13,0.0,1.0,1.521434842288727e-05,1.521434842288727e-05
90,0.0013794496189802885,0.9997360110282898,0.003192292293533683,0.004571741912513971,9.999999e-13,0.0,1.0,1.763970976753626e-05,1.763970976753626e-05
91,0.0007741289446130395,0.9998679757118225,0.002244609873741865,0.003018737770617008,9.999999e-13,0.0,1.0,1.7429802028345875e-05,1.7429802028345875e-05
92,0.0004678143886849284,0.999779999256134,0.002463027834892273,0.0029308416415005922,9.999999e-14,0.0,1.0,1.8484161046217196e-05,1.8484161046217196e-05
93,0.0003288673469796777,0.9998239874839783,0.003260826924815774,0.003589694621041417,9.999999e-14,0.0,1.0,1.3603553270513657e-05,1.3603553270513657e-05
94,0.001006199629046023,0.9996920228004456,0.0030189650133252144,0.004025161266326904,9.999999e-14,0.0,1.0,1.8288579667569138e-05,1.8288579667569138e-05
95,0.0003573326685000211,0.9999120235443115,0.002757514826953411,0.0031148470006883144,9.999999e-14,0.0,1.0,1.866871207312215e-05,1.866871207312215e-05
96,0.00038863084046170115,0.999779999256134,0.002621410181745887,0.0030100406147539616,9.999999e-15,0.0,1.0,1.502320901636267e-05,1.502320901636267e-05
97,0.0007359433802776039,0.9997360110282898,0.0032071322202682495,0.003943074494600296,9.999999e-15,0.0,1.0,2.1940410078968853e-05,2.1940410078968853e-05
0,0.20603057742118835,0.27056849002838135,3.111128568649292,3.317157030105591,0.001,0.15717369318008423,0.01822916604578495,4.283036231994629,4.440210342407227
1,0.1623755246400833,0.5552613139152527,2.0243113040924072,2.186688184738159,0.001,0.17123636603355408,0.01215277798473835,4.316744327545166,4.48798131942749
2,0.10575351864099503,0.7149540781974792,1.4559448957443237,1.5616977214813232,0.001,0.05005916208028793,0.5277777910232544,2.7782161235809326,2.828275203704834
3,0.08873207122087479,0.7954625487327576,1.0819275379180908,1.1706594228744507,0.001,0.2806224524974823,0.4782986044883728,2.01642107963562,2.297043800354004
4,0.09686657786369324,0.8133827447891235,0.9463222622871399,1.0431890487670898,0.001,0.04945933073759079,0.5902777910232544,1.404350996017456,1.4538103342056274
